Area,short names,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
ARM,trade_export_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19
ARM,trade_export_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.26
ARM,trade_export_5,,,,,,,,,,,,,,,,,,21,0,21,0,0,0,0,,0.1,,,0.24,0.12,37.2,,8.45
ARM,trade_export_6,,,,,,,,,,,,,,,25,0,0,0,0,0,0,0,16,46,45.43,55.8,19,,73.72,,1.61,,192.8
ARM,trade_export_7,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0.07,0.02
ARM,trade_export_8,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,11.86,126.38
ARM,trade_import_1,,,,,,5491,8355,8894,4313.65,4038,2808,796,3964,1105,430,23,0,19,17,4,77,865,815,182,104,3.79,192,560.95,174.04,350.62,45.42,12.69,6.07
ARM,trade_import_2,,,400000,408000,327000,341343,134815,210742,282127,239694,375221,294960,339269,303034,384598,319043,308013,499647,297735,376806,338137,356548,480359,345459,332267.42,292621.9,288818.51,301050.36,329371.97,248155,349761.31,272463.26,364594.75
ARM,trade_import_3,,,,,,20087,16500,,,5,18,0,0,1160,1537,1250,0,5,1,6128,0,3,2,116,721.88,487.96,2.04,23.83,457.05,30.01,98.92,249.82,1649.15
ARM,trade_import_4,,,,,,41,724,99,3486,2250,13433,13912,22066,18415,37060,204,8729,79323,65828,47178,48034,51509,37765,80641,50460.48,47385.43,35077.3,46651.16,67781.43,65193.06,71673.75,66664.71,98085.08
ARM,trade_import_5,,,,,,856,40,92,107,37,6,8,10,25,132,152,220,233,233,270,295,316,316,370,415.91,432.51,572,507.96,533.22,671.09,675.97,942.51,1617.44
ARM,trade_import_6,,,2200,3000,1200,1255,13889,15827,15858,15692,13780,12716,11898.8,11183,10705,12878,7504,26155,36044,27234,35475,37257,32495,31080,31366,31779.65,22718,34419.23,32212.25,42384.6,32183.53,37733.64,37595.23
ARM,trade_import_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04
ARM,trade_import_8,,,,,,,907,334,856,701,570,261,705.4,129,630,368,846,305,1079,1649,1698,1947,3501,4202,2710.15,2946.35,3167,3349.35,3994.77,3982.77,3007.58,5412.25,5954.83
ATG,production_Agr_1,50,55,50.95,50.22,49.43,45,48.63,48.94,49.35,49.73,48,50.77,50,55,60,61.12,65,64.85,68,66.32,63.44,71.88,70.12,71.77,72.08,74.57,64.71,51.47,36.94,22.98,11.4,10.68,15.74
ATG,production_Agr_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
ATG,production_Agr_5,520,550,550,550,550,530,500,480,460,470,470,500,510,520,520,520,520,520,560,560,148,152,156,159.1,146.65,145.6,150,150,76.2,59.7,66.4,57,62.68
ATG,production_Agr_6,78,78,80.45,80,80,83.36,101.6,117.23,135.46,151.09,169.33,178.2,181,187.7,194,194,180,150,130,100,55,75,67,70,67.91,66.62,64.49,66.23,58.5,57.8,67.9,50,54.57
ATG,production_Agr_7,180,192,204,210,210,216,216,240,240,264,264,288,288,312,312,336,336,360,360,240,180,96,80.4,42,15.14,38.6,25.6,23.48,29.22,26.1,15.6,33.6,88.31
ATG,production_Agr_8,39,39,39,46,56,68,77,87,93,99,105,107,108,109.5,111,111,115,120,80,60,6,34,1,14,16,10,13,13,2.6,2.7,3.1,3,2.63
ATG,production_Agr_9,5538,6602.9,5900,6610.99,6615.03,6000,5600,5400,5300,5809.1,5695.72,5849.9,5350,5991.48,6095.46,6099.19,6102.93,5400,5640,5550,2896.31,3100,3100,3050,3100,2900,3050,3100,2528.36,2139.91,2066.48,2018.53,1970.14
ATG,trade_export_4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.18,,0.02,0.02,,
ATG,trade_export_5,,,,,,,,,,,,,,,,,,,,,,,,,,44.78,,0.12,2,,0.85,,
ATG,trade_export_6,0,0,44,0,90,352,,8,,0,24,30,77,1,0,0,0,0,0,0,5,14,348,38,71.02,15.34,33.29,7.92,6.54,4.91,7.56,0.75,5.84
ATG,trade_export_7,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,2.78
ATG,trade_export_8,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,0.01,,,,,0.02,0.05
ATG,trade_import_1,,,,,,,,,,,,,,,,10,0,0,0,0,0,0,17,0,0.08,,,0.01,0.78,0.08,0.49,0.81,4.9
ATG,trade_import_2,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,1,0.02,0.12,0.08,0.9,0.21,0.52,0.2,0.38,0.23
ATG,trade_import_3,,,,,,,,,,,,,,,,0,64,0,0,0,0,0,2,0,0.37,0.18,0.34,0.42,0.43,0.47,0.13,0.39,0.54
ATG,trade_import_4,0,0,0,0,,,,,,,,,,,,38,1140,48,29,1,19,39,35,45,46.99,36.15,35.97,53.19,65.96,55.17,68.46,51.79,54.38
ATG,trade_import_5,600,850,700,850,750,700,610,700,690,600,600,461,468,551,405,662,666,604,799,1005,830,932,24,1089,1094.33,1031.56,914.95,1225.43,1327.28,1104.99,1251.51,1215.73,1357.98
ATG,trade_import_6,4300,3900,3700,3000,3500,3500,4700,5300,4400,4200,3700,3000,2490,3720,3854,4920,4953,5533,6273,6749,7147,5298,1214,5570,5479.78,5878.27,4156.25,6143.69,5943.95,6010.01,5482.2,5724.56,6406.99
ATG,trade_import_7,,,,,,,,,,,,,,,,42,18,40,38,45,32,36,3,60,84.46,94.26,133.31,78.34,70.55,86.09,62.93,85.25,71.86
ATG,trade_import_8,80,30,20,40,30,30,30,20,20,20,30,15,39,40,64,178,73,107,255,110,160,187,558,244,250.38,228.51,231.33,324.88,223.93,81.7,66.88,146.16,138.1
AUS,production_Agr_1,218730,193701,268947,198766,204095,242370,325000,398000,271000,338000,406043,344934,453853,310049,394990,419672,361991,239879,387000,375670,328000,356943,450535,506725,390364,494589,400032,436193.85,387240,327206.16,267551.56,305655.87,430000
AUS,production_Agr_2,924000,787000,1122000,955000,1082000,1137000,951200,1388000,1330900,1389800,1100700,1643403,1192202,438111,553114,338885,1002654,162806,17614,60868,196684,723283,918733,1161115,819276,690390,273942,807304.46,635113,66835.34,50226.33,422977.54,691444.48
AUS,production_Agr_3,77413,62016,62600,48889,81263,27247,44606,74000,54000,108800,104800,48649,63061,9212,59807,44689,50149,25907,34700,80105,59600,29750,86100,91800,31949,37439,29403,31335,28903,15136,17323,40219,57200
AUS,production_Agr_4,15066100,15066100,10557400,14738678,16479000,8961000,16504000,23702000,19224000,21464800,24757000,22108000,24299335,10131924,26131870,21905113,25150343,10821628,13569378,21420177,21834010,27410076,29905009,22855576,25303037,23742560,22274514,31818743.54,20941134,17597560.79,14480217.44,31922554.7,36237477.23
AUS,production_Agr_5,1676726,1759569,1790870,1825813,1824805,1803417,1744696,1810300,1955253,2010530,1987902,2078900,2089742,1997563,2112892,2090272,2188318,2168946,2138328,2106385,2128598,2129021,2152031,2359064,2595149,2661640,2315994,2068616,2308547,2431810,2125135,1893742,1878088
AUS,production_Agr_6,317117,312116,335785,328317,344260,351299,333967,344200,369000,362200,364400,378531,407274,418875,394823,390336,382682,384586,345076,323670,338734,344266,351737,359903,362192,371163,377643,397139,423400,397900,418900,443200,436300
AUS,production_Agr_7,385215,388242,415569,441000,468722,466551,480544,557400,602100,575000,610000,627340,699528,681487,722471,755197,797416,812885,805373,828594,934352,1012542,1046748,1066506,1103069,1115543,1191322,1229505,1193467,1240214,1246544,1292240,1361905
AUS,production_Agr_8,7875,9250,11500,11500,11000,10000,10000,9000,8125,8500,10625,10433,14756,15466,17178,18441,18585,16233,17363,25680,26452,28368,29809,31663,32913,32285,33330,33000,23388,22381,17513,20603,28463
AUS,production_Agr_9,6456000,6601000,6941000,7554000,8327000,8460000,8986000,9316000,9439000,10178000,10847000,10547000,11271000,10328000,10076000,10127000,10089000,9583000,9223000,9388000,9023000,9101000,9480132,9522000,9542000,9489000,9680907,9015779,9289000,8845000,9099000,9067000,8450000
AUS,trade_export_1,24,173,342,138,242,431,120,4082,25036,71426,45045,23648,133899,1,19,5,0,27,159,207,39,20,52,16,4.4,,11.25,23.71,250,14.66,70.69,32.48,104.61
AUS,trade_export_2,11506710,11943294,8096933,9487424,12730000,7818000,14567981,19377867,15231075,16540263,17724364,15542103,14697182,9503389,18450822,13914503,14975540,6755804,8278014,14996065,15888042,17657181,23535862,18001619,18282772.72,17053209.04,16148016.23,21985914,12352837.22,9591795.62,10400418.49,25563035.49,28781090.41
AUS,trade_export_3,501,281,997,2865,4546,4559,1694,4990,3300,2227,8625,6978,7096,3189,7540,5536,3074,2522,1477,6706,2466,1835,2150,8705,4248.73,3180.58,4073.71,3704.72,2980.91,1656.11,1010.92,8259.1,14218.13
AUS,trade_export_4,26317,15116,11475,20595,21944,5091,16779,8624,16956,38332,47208,48645,71529,21863,10757,5516,3643,1346,22225,13809,9004,42026,100939,111372,58668.65,66518.56,60944.83,71082,61968.24,63277.89,49958.29,86902.1,87739.22
AUS,trade_export_5,26408,31420,29057,33931,41267,53431,56410,52730,54180,63844,67605,59235,59150,55730,50002,56088,52615,50894,45590,50964,58469,64527,82586,94442,143332.68,158862.24,185174.08,188124.52,198586.35,222596.04,236240.42,331415.37,308127.93
AUS,trade_export_6,1080,1970,3250,4811,8007,7519,8776,8745,14495,13853,14127,20367,16853,15778,14474,17466,16149,24541,27189,29231,24741,29235,31260,33101,39346.67,28355.94,31241.26,38283.68,35186.82,37364.53,34229.66,43821.54,50152.78
AUS,trade_export_7,7798,9207,11413,11396,10876,9566,9122,8508,7959,8058,10569,10599,13773,13469,16431,20199,21952,15988,17528,24758,26221,25149,31559,36427,40168.76,32058.87,27177.71,28155.59,21099.17,20853.6,13063.98,19291.99,21342.46
AUS,trade_export_8,6203,5648,5023,6973,6341,5892,6326,9493,14078,30715,39007,52751,61898,58020,46140,41557,44853,40550,35580,30041,31418,11355,8757,8501,13307.11,14854.83,16666.3,17477.18,18399.64,13816.59,15915.77,17500.69,12280.54
AUS,trade_import_1,673,690,103,104,276,154,193,80,40,11,292,11,55,26,20,0,49,16,0,22,3,4,4,36,92.76,33.95,0.5,8,4.32,166.24,250.89,281.82,176.62
AUS,trade_import_2,0,0,123,131,300,150,983,660,710,884,76,24,141,299098,92,32,21,25,243,36,186,1133,1485,1688,1263.29,1218.44,990.64,1212.15,1311.49,488689.51,482237.46,1070.22,687.31
AUS,trade_import_3,4226,78148,61612,58869,50370,104580,70231,58000,24000,18126,1137,245,594,74264,9412,629,750,10465,1121,1368,655,1161,1349,1775,901.56,1288.06,979.32,877.6,1187.35,4135.83,4783.65,2325.03,2788.88
AUS,trade_import_4,219,290,31,62,132,1850,912,860,210,273,60,194,898,48485,1752,354,524,529,315,856,903,977,2006,819,1057.74,1040.91,800.34,1283.24,2357.09,4773.14,3953.78,2545.94,1216.63
AUS,trade_import_5,353,894,726,551,846,1230,1883,2150,2000,2766,2692,2569,1537,1633,1432,1624,892,975,614,1675,6771,5527,4781,3788,4338.22,5720.74,5232.22,5121.13,5427.64,5503.29,4748.92,4699.37,6264.85
AUS,trade_import_6,0,1,0,0,0,0,32,20,0,0,0,0,0,0,0,0,19,1,270,1297,1837,2113,5126,6211,7393,7654,5396,3043,5137,1861.6,452.42,263.1,83.08
AUS,trade_import_7,1,0,0,0,0,20,0,0,5,0,5,19,18,0,11,0,51,27,98,65,30,27,12,27,1.25,60.45,86.43,20.56,57.98,13.64,,21.12,24.63
AUS,trade_import_8,0,1009,4033,1572,2110,3500,5930,9200,5400,22182,34013,30010,43509,52793,61040,46851,45208,56842,51197,61132,56983,0,49,0,,,,22.11,,0.38,7.09,,
AUT,production_Agr_1,1620237,1571361,1118169,1524487,1420645,1473492,1735568,1841681,1645606.79,1699939.2,1851727.72,1771081,1955594.68,1707771,1944882,2020955,1746184.85,1994697.62,2448537.61,2168837.51,1955989.29,2453133,2351370,1639018.91,2334384.81,1637905.36,2179587.01,2075983,2130340,2298880,2411930,2434900,2113960
AUT,production_Agr_10,10800,17762,17863,19572,18132,13741,14664,15666,15854,16087,16782,16463,17183,16433,12295,13405,13745,16638,17187,17907,18715,19316,20309,20559,19804,20570,21559,23075,26110,26520,25370,26540,26110
AUT,production_Agr_3,17658,36770,92284,125258,104946,31121,26763,33477,50457,50449,32843,33874,35329,39465,44824,60573,64960,52902.03,54095,71333,94544,109378,104143,82780,118132.03,136195.2,152598.63,193416,186490,217780,204860,237830,248420
AUT,production_Agr_4,1404468,1375253,1325401,1018013,1255122,1301445,1239723,1352281,1341820,1416200,1312962,1508283,1434208.07,1191380,1718825.23,1453072,1396300,1399341,1689688,1523368,1517805,1781837,1275498,1597706.42,1804018.24,1725736.81,1970363.6,1437143,1367060,1596880,1652740,1547600,1712530
AUT,production_Agr_5,223783,243791,246667,223342,211870,195880,222350,206021,196882,203333,203489,215240,211855,207737,206103,204468,216478,217784,224231,226294,226677,222168,222156,228913,223193,229648,228335,226859,233460,229610,218360,213740,210120
AUT,production_Agr_6,517047,462406,462801,475606,472562,457420,472194,474681,499553,519568,505385,488675,512129,517569,514653,510085,513971,535904,532946,540299,545818,544166,530263,529284,527442,529118,514892,508494,509520,502030,503170,502120,477660
AUT,production_Agr_7,74850,76733,79195,81429,82851,81503,82492,87505,89378,88406,87052,87722,87305,88404,88820,89208,85059,95221,97095,100137,107195,112345,108794,109176,113966,116600,125900,127200,109590,115510,125000,129390,
AUT,production_Agr_8,280,312,377,407,527,532,493,570,584,605,799,771,674,705,555,651,581,561,583,558,616,686,757,710,689,647,712,552,660,840,660,670,640
AUT,production_Agr_9,3349855,3329700,3286583,3269622,3278429,2948170,2956591,3015009,3042623,3131892,3233156,3299567,3292203,3229885,3137322,3113658,3146657,3155068,3195948,3229809,3257738,3307130,3382076,3393057,3493861,3537757,3627606,3712727,3821190,3781340,3815470,3830140,3942500
AUT,trade_export_1,4,39,34,5,0,5,3124,5,8,37,78,107,15,41,31,21,35,35,71,73,33,41,84,54,32.65,27.88,90.86,102.76,75.94,45.58,135.07,1.95,25.5
AUT,trade_export_2,424230,329340,393392,294579,360449,282681,343905,463105,494189,428905,509823,539481,763255,592378,417406,799601,573874,590187,578637,544204,710045,619754,587833,543329,880504.72,825290.05,741327.19,730976.42,630711.23,670512.42,619174.31,742693.74,647621.14
AUT,trade_export_3,807,1172,15851,26900,26345,40824,6288,10910,10396,27336,31906,14855,11632,16349,19957,20433,30798,41645,32337,44537,39724,53916,69359,38801,37171.27,49604.19,60358.57,60230.17,62158,97761.32,112952.74,83924.76,85328.54
AUT,trade_export_4,147035,107164,112232,8337,167135,89442,114573,76789,266050,126358,152973,208470,268468,324111,254353,343485,366210,366961,446578,455298,320416,361133,536644,405750,359477.46,253915.57,391435.55,441889.72,351431.43,403190.12,542818.86,515079.97,493044.34
AUT,trade_export_5,5861,3430,4879,3960,3356,63851,188400,131966,154977,248660,348353,378148,292126,259251,291608,294819,359557,402492,490335,516213,554114,605828,634776,609499,587755.62,573173.2,531937.66,541802.55,508387.49,506950.09,516086.72,453838.5,435191.8
AUT,trade_export_6,24,4,3,100,1785,699,2398,5647,4776,4058,4268,6476,10292,12493,12551,18318,18642,25358,25976,29400,30867,26376,30226,29998,33695.61,32830.99,34701.64,38056.66,43217.95,48097.77,49301.47,53112.73,51936.18
AUT,trade_export_7,,,,,,5,0,3,5,4,4,12,2,8,10,0,0,0,0,0,0,1,1,5,0.74,0.14,0.36,0.17,0.13,0.49,0.04,0.07,0.03
AUT,trade_export_8,3413,1427,535,5352,4719,13379,29543,39885,47759,62712,46113,54189,68276,51117,54538,63067,64825,71534,82022,82889,70566,69826,96003,78798,90852.29,77814.83,71729.19,68957.94,64285.32,59679.12,58969.19,64159.77,52942.19
AUT,trade_import_1,311,209,366,94,3369,141,194,166,283,1429,1887,1789,2381,1792,1690,2845,2208,1143,1935,1829,1784,2224,2782,2150,2320.8,2649.37,4018.36,2268.42,769.74,1675.54,1088.44,1231.31,691.61
AUT,trade_import_2,438,118,2676,16465,12103,111048,78452,105630,186422,174803,85250,158268,283353,151516,133736,265840,288768,272081,299627,498489,568585,565923,512434,581813,800077.55,873559.21,922677.31,1011509.57,901566.71,896433.06,1151670.05,1189733.04,1239184.57
AUT,trade_import_3,3810,7149,4017,9291,3386,19616,13465,21882,18668,13953,13214,30423,22349,18189,22262,32470,43352,97293,108056,100208,111831,87861,100951,100352,99946.14,134239.73,122952.7,104269.32,115612.62,146256.76,172309.2,129092.78,159442.27
AUT,trade_import_4,14185,12007,21826,32568,23431,64384,55238,37713,55353,64796,92843,92034,264878,199090,245536,196150,220548,302865,213560,401406,617336,805721,621494,920828,942744.58,1038256.59,902706.87,1057648.11,941659.99,1093958.01,967256.96,1085357.59,1151154.91
AUT,trade_import_5,17353,2803,8804,3161,1260,2635,0,0,0,0,6521,6275,5426,15768,23078,32519,32323,36599,32282,29708,49317,60620,74987,54466,71180.2,79740.69,113630.98,96073.1,122855.93,99376.85,107373.25,103522.46,98992.88
AUT,trade_import_6,1881,1626,1672,943,1041,7566,9349,12947,12441,12280,12908,18342,16623,15863,19015,29184,29237,30696,30557,33025,37873,35018,39893,40627,43118.93,42608.62,47701.76,45021.85,47127.13,49650.22,42215.28,48124.41,57009.49
AUT,trade_import_7,5,2,1,1,1,5,5,4,6,7,20,17,12,19,12,0,1,0,0,0,2,5,5,13,3.5,45.32,8.09,0.95,27.1,15.36,7.85,3.39,4.01
AUT,trade_import_8,716,480,506,562,363,19843,26657,23683,23857,42560,64982,49961,47794,39778,51560,50289,57747,68236,66446,76376,76474,75503,67006,92834,130939.04,105025.83,94388.13,84319.76,79170.36,76640.08,68659.11,72441.18,73977.03
AZE,production_Agr_1,,,21283,14135,14303,12400,13956,18929,28856,100278,103527,116723,128029,143147,152927,151389,145883,158192,158620,151172,136061,152306,181930,208178,203596,214090,223991,235668.8,247938.7,283569.6,314512.4,279248.3,269600.1
AZE,production_Agr_10,,,1606,1261,1247,2048,2643,3142,3748,4193,4723,5082,5364,5421,5455,5466,5354,5322,4298,4134,3952,3987,4116,6026,5240,5618,6088,6125,5532,5686,5341,5142,5065
AZE,production_Agr_2,,,622,1124,1029,3807,8070,10797,11608,15874,22335,18365,16640,15651,10243,8308,5085,3575,3740,4353,3930,3695,3749,4833,2679,2834,5406,15915.7,11974.6,11070,9397.3,10062.3,10715.4
AZE,production_Agr_3,,,21,12,4,300,250,320,100,120,80,319,0,0,65,11,52,2,5,20.72,38.12,45.02,45.02,45.02,27.93,25.82,32.92,28.89,29.21,30.34,29.48,29.68,29.83
AZE,production_Agr_4,,,943387,840960,739245,625575,758861,896422,798262,846030,1150281,1493741,1692818,1509557,1573006,1527026,1460303,1305458,1645792,2096203,1272340,1594394,1797028,1841307,1407405,1639830,1799858.5,1769574.1,1991683,2114138.8,1818664.8,1837188.4,1690831.6
AZE,production_Agr_5,,,62487,56507,55759,54951,58895,67494,70537,73471,78425,80596,86814,91992,94617,95909,97811,98444,100539,102331,112361,115471,118410,120799,122370,129753,130984,132902,135620,137929,143082,145040,148658
AZE,production_Agr_6,,,6593,3347,2533,2801,2181,2261,1834,2119,1413,1550,1664,2072,2191,2056,1915,1402,1187,802,800,729,741,743,674,709,472,471,483,494,483,497,502
AZE,production_Agr_7,,,30900,19900,16700,14300,14900,14700,16500,16300,17188,19088,23146,27136,32278,34664,36342,49208,50700,66953,64470,71597,86518,94411,99385,97211,95517,104362,109121,111996,115388,124388,130108
AZE,production_Agr_9,,,844373,793833,778851,820700,829421,867751,931389,977186,1013769,1054924,1099668,1146957,1188578,1225965,1272757,1313800,1354546,1405788,1506981,1564759,1659392,1756654,1824176,1889803,1971669,1985063,2042789,2114372,2156882,2187782,2229118
AZE,trade_export_1,,,,,,,370,69,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17.14,19,0,1.08,6.11,1.31,29.16,11.9,
AZE,trade_export_2,,,,,,,,,,4,2540,0,0,0,0,0,6599,0,1953,0,0,0,0,0,,,,,,1500,,0,22.5
AZE,trade_export_4,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,1092.98,3009.07,27.72,0.9,,11663.02,
AZE,trade_export_5,,,,,,,,,,,,,,31,37,86,144,172,13,16,1,0,0,740,509.56,2.22,32.65,12.3,34.55,,,194.8,698.86
AZE,trade_export_6,,,,,,,95,,,78,0,0,0,0,0,0,0,100,28,0,322,121,0,0,164.34,,,69,514.45,795.88,30.96,678.3,1475.8
AZE,trade_export_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,,,,,
AZE,trade_import_1,,,,,6604,13826,8997,0,0,8951,7818,5046,9984,6431,3698,2743,3139,2363,2271,843,1218,873,6375,392,1179.42,6899,5001,5715,7920.16,3459.86,279.7,27.09,26.82
AZE,trade_import_2,,,620000,514000,305835,85881,143144,114000,413600,530700,706643,615141,673169,807574,1157294,993076,1107425,1446888,1309285,931239,1330012,1166572,1366335,1451257,1195655.74,1341503.75,1191058.14,1292723.07,1080905.06,1584998.48,1365100.34,1148099.74,1292995.45
AZE,trade_import_3,,,,,,,,,,,,42,0,20000,335,0,10125,6668,2588,9826,15027,9211,10606,11835,5711.48,15049.12,8444.29,18317.58,26265.74,25679.61,12076.37,33196.86,40287.11
AZE,trade_import_4,,,,1000,132,0,,,9000,375,59,566,2105,10618,22637,41840,22991,48908,74942,73667,67967,71740,88351,138770,155262.21,175536.42,80688.24,95028.74,51724.42,71068.9,48580.12,30884.28,75863.98
AZE,trade_import_5,,,,,0,2854,1385,1961,250,322,751,464,615,639,1134,1616,2344,3762,4275,4823,4425,3816,2544,2609,1890.55,1208,1173,1227,2100.57,2924.86,4025.44,6935.77,5554.85
AZE,trade_import_6,,,5000,6300,4921,13382,23751,22510,42800,19633,13100,9626,2651,1982,2932,4268,6078,8040,12094,11393,12776,15047,10076,2511,9122.17,16374.13,19087.34,23717.45,28238.8,31159.68,24367.09,27808.18,32384.83
AZE,trade_import_7,,,,,,10,0,,,0,0,0,0,0,0,0,0,9,14,784,0,0,0,1,0.49,0.6,0.2,0.43,0.41,,0.18,0.01,0.03
AZE,trade_import_8,,,,,256,444,304,10,170,14,0,4,4,30,93,57,276,36,172,258,112,3,5,0,,454.5,361.24,326.93,41.63,8.28,27.41,1.16,3.03
BDI,production_Agr_1,167900,172200,176300,172100,122758,153021,144462,144991,131830,128706,117840,124395,126799,120575,123199,125666,116825,115507,117681,120379,126412,128483,140536,162417,127829,160713,243740,228355,290498,270813,260000,280000,280000
BDI,production_Agr_10,9280,24070.35,24235.36,24400.14,23593.45,22779.22,21123.52,20706.41,20961.6,21550.27,21969.19,18841.19,20213.41,24433.94,24316.1,23221.03,33717.01,36660.96,34091.65,38262.02,39477.95,39561.88,39923.59,40071.39,42495.41,41836.85,48985.74,54857.73,49388.08,49206.3,50567.32,49784.32,49916.45
