country,date,sector,value
"Russia","06/01/2020","International Aviation","0.0283891",
"Russia","06/01/2020","Domestic Aviation","0.0392474",
"Russia","06/01/2020","Residential","0.796522",
"Russia","06/01/2020","Power","2.57509",
"Spain","06/01/2020","Industry","0.161482",
"Spain","06/01/2020","Ground Transport","0.129972",
"Spain","06/01/2020","International Aviation","0.0451338",
"Spain","06/01/2020","Domestic Aviation","0.00790679",
"Spain","06/01/2020","Residential","0.174511",
"Spain","06/01/2020","Power","0.0802273",
"United Kingdom","06/01/2020","Industry","0.190216",
"United Kingdom","06/01/2020","Ground Transport","0.315971",
"United Kingdom","06/01/2020","International Aviation","0.0946774",
"United Kingdom","06/01/2020","Domestic Aviation","0.00304931",
"United Kingdom","06/01/2020","Residential","0.31419",
"United Kingdom","06/01/2020","Power","0.148047",
"United States","06/01/2020","Industry","2.24805",
"United States","06/01/2020","Ground Transport","3.87308",
"United States","06/01/2020","International Aviation","0.215717",
"United States","06/01/2020","Domestic Aviation","0.451718",
"United States","06/01/2020","Residential","3.04961",
"United States","06/01/2020","Power","3.14585",
"WORLD","06/01/2020","Domestic Aviation","1.07573",
"WORLD","06/01/2020","Ground Transport","16.3684",
"WORLD","06/01/2020","Industry","32.6097",
"WORLD","06/01/2020","International Aviation","1.91848",
"WORLD","06/01/2020","Power","36.286",
"WORLD","06/01/2020","Residential","16.36",
"Brazil","07/01/2020","Industry","0.478868",
"Brazil","07/01/2020","Ground Transport","0.585786",
"Brazil","07/01/2020","International Aviation","0.0212856",
"Brazil","07/01/2020","Domestic Aviation","0.029571",
"Brazil","07/01/2020","Residential","0.10766",
"Brazil","07/01/2020","Power","0.146396",
"China","07/01/2020","Industry","12.0256",
"China","07/01/2020","Ground Transport","2.38741",
"China","07/01/2020","International Aviation","0.121099",
"China","07/01/2020","Domestic Aviation","0.219328",
"China","07/01/2020","Residential","2.79639",
"China","07/01/2020","Power","13.7428",
"EU27 & UK","07/01/2020","Industry","2.3967",
"EU27 & UK","07/01/2020","Ground Transport","2.49705",
"EU27 & UK","07/01/2020","International Aviation","0.384881",
"EU27 & UK","07/01/2020","Domestic Aviation","0.0394524",
"EU27 & UK","07/01/2020","Residential","2.9044",
"EU27 & UK","07/01/2020","Power","2.49865",
"France","07/01/2020","Industry","0.238447",
"France","07/01/2020","Ground Transport","0.345757",
"France","07/01/2020","International Aviation","0.0465124",
"France","07/01/2020","Domestic Aviation","0.0139919",
"France","07/01/2020","Residential","0.363775",
"France","07/01/2020","Power","0.153692",
"Germany","07/01/2020","Industry","0.600733",
"Germany","07/01/2020","Ground Transport","0.416964",
"Germany","07/01/2020","International Aviation","0.067936",
"Germany","07/01/2020","Domestic Aviation","0.00459845",
"Germany","07/01/2020","Residential","0.682401",
"Germany","07/01/2020","Power","0.686624",
"India","07/01/2020","Industry","2.17864",
"India","07/01/2020","Ground Transport","0.860036",
"India","07/01/2020","International Aviation","0.0338322",
"India","07/01/2020","Domestic Aviation","0.0660929",
"India","07/01/2020","Residential","0.625373",
"India","07/01/2020","Power","3.40258",
"Italy","07/01/2020","Industry","0.214327",
"Italy","07/01/2020","Ground Transport","0.270568",
"Italy","07/01/2020","International Aviation","0.0263607",
"Italy","07/01/2020","Domestic Aviation","0.00574755",
"Italy","07/01/2020","Residential","0.514514",
"Italy","07/01/2020","Power","0.185112",
"Japan","07/01/2020","Industry","0.986936",
"Japan","07/01/2020","Ground Transport","0.468197",
"Japan","07/01/2020","International Aviation","0.0483722",
"Japan","07/01/2020","Domestic Aviation","0.0215578",
"Japan","07/01/2020","Residential","0.482517",
"Japan","07/01/2020","Power","1.3797",
"ROW","07/01/2020","Industry","12.0444",
"ROW","07/01/2020","Ground Transport","6.00406",
"ROW","07/01/2020","International Aviation","0.976816",
"ROW","07/01/2020","Domestic Aviation","0.208922",
"ROW","07/01/2020","Residential","5.55692",
"ROW","07/01/2020","Power","10.3214",
"Russia","07/01/2020","Industry","1.00985",
"Russia","07/01/2020","Ground Transport","0.523023",
"Russia","07/01/2020","International Aviation","0.0307662",
"Russia","07/01/2020","Domestic Aviation","0.0392611",
"Russia","07/01/2020","Residential","0.832493",
"Russia","07/01/2020","Power","2.59865",
"Spain","07/01/2020","Industry","0.236109",
"Spain","07/01/2020","Ground Transport","0.251404",
"Spain","07/01/2020","International Aviation","0.0410155",
"Spain","07/01/2020","Domestic Aviation","0.00768163",
"Spain","07/01/2020","Residential","0.170374",
"Spain","07/01/2020","Power","0.117304",
"United Kingdom","07/01/2020","Industry","0.177886",
"United Kingdom","07/01/2020","Ground Transport","0.326154",
"United Kingdom","07/01/2020","International Aviation","0.0884885",
"United Kingdom","07/01/2020","Domestic Aviation","0.00285654",
"United Kingdom","07/01/2020","Residential","0.284728",
"United Kingdom","07/01/2020","Power","0.13845",
"United States","07/01/2020","Industry","2.59373",
"United States","07/01/2020","Ground Transport","4.41139",
"United States","07/01/2020","International Aviation","0.203247",
"United States","07/01/2020","Domestic Aviation","0.450826",
"United States","07/01/2020","Residential","3.02041",
"United States","07/01/2020","Power","3.62959",
"WORLD","07/01/2020","Domestic Aviation","1.07501",
"WORLD","07/01/2020","Ground Transport","17.7369",
"WORLD","07/01/2020","Industry","33.7147",
"WORLD","07/01/2020","International Aviation","1.8203",
"WORLD","07/01/2020","Power","37.7198",
"WORLD","07/01/2020","Residential","16.3262",
"Brazil","08/01/2020","Industry","0.468145",
"Brazil","08/01/2020","Ground Transport","0.589763",
"Brazil","08/01/2020","International Aviation","0.0214737",
"Brazil","08/01/2020","Domestic Aviation","0.0223917",
"Brazil","08/01/2020","Residential","0.10766",
"Brazil","08/01/2020","Power","0.143118",
"China","08/01/2020","Industry","12.0777",
"China","08/01/2020","Ground Transport","2.39418",
"China","08/01/2020","International Aviation","0.121125",
"China","08/01/2020","Domestic Aviation","0.206104",
"China","08/01/2020","Residential","2.92315",
"China","08/01/2020","Power","13.5309",
"EU27 & UK","08/01/2020","Industry","2.46793",
"EU27 & UK","08/01/2020","Ground Transport","2.50682",
"EU27 & UK","08/01/2020","International Aviation","0.353993",
"EU27 & UK","08/01/2020","Domestic Aviation","0.0243005",
"EU27 & UK","08/01/2020","Residential","2.62175",
"EU27 & UK","08/01/2020","Power","2.57292",
"France","08/01/2020","Industry","0.225098",
"France","08/01/2020","Ground Transport","0.346735",
"France","08/01/2020","International Aviation","0.0426573",
"France","08/01/2020","Domestic Aviation","0.0108101",
"France","08/01/2020","Residential","0.314904",
"France","08/01/2020","Power","0.145088",
"Germany","08/01/2020","Industry","0.604722",
"Germany","08/01/2020","Ground Transport","0.418626",
"Germany","08/01/2020","International Aviation","0.0660926",
"Germany","08/01/2020","Domestic Aviation","0.00219976",
"Germany","08/01/2020","Residential","0.584746",
"Germany","08/01/2020","Power","0.691183",
"India","08/01/2020","Industry","2.23533",
"India","08/01/2020","Ground Transport","0.861551",
"India","08/01/2020","International Aviation","0.0356843",
"India","08/01/2020","Domestic Aviation","0.0590331",
"India","08/01/2020","Residential","0.670277",
"India","08/01/2020","Power","3.49111",
"Italy","08/01/2020","Industry","0.240611",
"Italy","08/01/2020","Ground Transport","0.273095",
"Italy","08/01/2020","International Aviation","0.0225094",
"Italy","08/01/2020","Domestic Aviation","0.00296798",
"Italy","08/01/2020","Residential","0.481543",
"Italy","08/01/2020","Power","0.207813",
"Japan","08/01/2020","Industry","0.923219",
"Japan","08/01/2020","Ground Transport","0.466239",
"Japan","08/01/2020","International Aviation","0.0497295",
"Japan","08/01/2020","Domestic Aviation","0.0195315",
"Japan","08/01/2020","Residential","0.434202",
"Japan","08/01/2020","Power","1.29062",
"ROW","08/01/2020","Industry","11.5831",
"ROW","08/01/2020","Ground Transport","6.12863",
"ROW","08/01/2020","International Aviation","1.02",
"ROW","08/01/2020","Domestic Aviation","0.166049",
"ROW","08/01/2020","Residential","5.37789",
"ROW","08/01/2020","Power","10.3478",
"Russia","08/01/2020","Industry","1.01064",
"Russia","08/01/2020","Ground Transport","0.540788",
"Russia","08/01/2020","International Aviation","0.0301626",
"Russia","08/01/2020","Domestic Aviation","0.0386668",
"Russia","08/01/2020","Residential","0.833436",
"Russia","08/01/2020","Power","2.60068",
"Spain","08/01/2020","Industry","0.236196",
"Spain","08/01/2020","Ground Transport","0.258291",
"Spain","08/01/2020","International Aviation","0.0360766",
"Spain","08/01/2020","Domestic Aviation","0.00402576",
"Spain","08/01/2020","Residential","0.160781",
"Spain","08/01/2020","Power","0.117347",
"United Kingdom","08/01/2020","Industry","0.279088",
"United Kingdom","08/01/2020","Ground Transport","0.320831",
"United Kingdom","08/01/2020","International Aviation","0.0821969",
"United Kingdom","08/01/2020","Domestic Aviation","0.0015049",
"United Kingdom","08/01/2020","Residential","0.28557",
"United Kingdom","08/01/2020","Power","0.217217",
"United States","08/01/2020","Industry","2.61085",
"United States","08/01/2020","Ground Transport","4.49657",
"United States","08/01/2020","International Aviation","0.189421",
"United States","08/01/2020","Domestic Aviation","0.374606",
"United States","08/01/2020","Residential","3.26136",
"United States","08/01/2020","Power","3.65354",
"WORLD","08/01/2020","Domestic Aviation","0.910682",
"WORLD","08/01/2020","Ground Transport","17.9846",
"WORLD","08/01/2020","Industry","33.3769",
"WORLD","08/01/2020","International Aviation","1.82159",
"WORLD","08/01/2020","Power","37.6307",
"WORLD","08/01/2020","Residential","16.2297",
"Brazil","09/01/2020","Industry","0.47991",
"Brazil","09/01/2020","Ground Transport","0.591945",
"Brazil","09/01/2020","International Aviation","0.0209331",
"Brazil","09/01/2020","Domestic Aviation","0.0284252",
"Brazil","09/01/2020","Residential","0.10766",
"Brazil","09/01/2020","Power","0.146715",
"China","09/01/2020","Industry","12.2165",
"China","09/01/2020","Ground Transport","2.39495",
"China","09/01/2020","International Aviation","0.123366",
"China","09/01/2020","Domestic Aviation","0.207908",
"China","09/01/2020","Residential","2.92769",
"China","09/01/2020","Power","13.3614",
"EU27 & UK","09/01/2020","Industry","2.46708",
"EU27 & UK","09/01/2020","Ground Transport","2.52613",
"EU27 & UK","09/01/2020","International Aviation","0.381925",
"EU27 & UK","09/01/2020","Domestic Aviation","0.0380982",
"EU27 & UK","09/01/2020","Residential","2.44124",
"EU27 & UK","09/01/2020","Power","2.57202",
"France","09/01/2020","Industry","0.179125",
"France","09/01/2020","Ground Transport","0.347075",
"France","09/01/2020","International Aviation","0.046699",
"France","09/01/2020","Domestic Aviation","0.0134687",
"France","09/01/2020","Residential","0.300736",
"France","09/01/2020","Power","0.115455",
"Germany","09/01/2020","Industry","0.549864",
"Germany","09/01/2020","Ground Transport","0.425189",
"Germany","09/01/2020","International Aviation","0.0700594",
"Germany","09/01/2020","Domestic Aviation","0.00480538",
"Germany","09/01/2020","Residential","0.46912",
"Germany","09/01/2020","Power","0.628482",
"India","09/01/2020","Industry","2.22462",
"India","09/01/2020","Ground Transport","0.86637",
"India","09/01/2020","International Aviation","0.0342115",
"India","09/01/2020","Domestic Aviation","0.0625117",
"India","09/01/2020","Residential","0.862625",
"India","09/01/2020","Power","3.47438",
"Italy","09/01/2020","Industry","0.254695",
"Italy","09/01/2020","Ground Transport","0.272673",
"Italy","09/01/2020","International Aviation","0.0252273",
"Italy","09/01/2020","Domestic Aviation","0.00543842",
"Italy","09/01/2020","Residential","0.474021",
"Italy","09/01/2020","Power","0.219977",
"Japan","09/01/2020","Industry","0.88209",
"Japan","09/01/2020","Ground Transport","0.467172",
"Japan","09/01/2020","International Aviation","0.0510643",
"Japan","09/01/2020","Domestic Aviation","0.0184299",
"Japan","09/01/2020","Residential","0.455853",
"Japan","09/01/2020","Power","1.23312",
"ROW","09/01/2020","Industry","11.8285",
"ROW","09/01/2020","Ground Transport","6.18521",
"ROW","09/01/2020","International Aviation","1.00935",
"ROW","09/01/2020","Domestic Aviation","0.187919",
"ROW","09/01/2020","Residential","5.38148",
"ROW","09/01/2020","Power","10.2123",
"Russia","09/01/2020","Industry","1.0306",
"Russia","09/01/2020","Ground Transport","0.631626",
"Russia","09/01/2020","International Aviation","0.0324312",
"Russia","09/01/2020","Domestic Aviation","0.0381185",
"Russia","09/01/2020","Residential","0.825229",
"Russia","09/01/2020","Power","2.65205",
"Spain","09/01/2020","Industry","0.210201",
"Spain","09/01/2020","Ground Transport","0.25912",
"Spain","09/01/2020","International Aviation","0.0384089",
"Spain","09/01/2020","Domestic Aviation","0.00678199",
"Spain","09/01/2020","Residential","0.159422",
"Spain","09/01/2020","Power","0.104432",
"United Kingdom","09/01/2020","Industry","0.28429",
"United Kingdom","09/01/2020","Ground Transport","0.32244",
"United Kingdom","09/01/2020","International Aviation","0.088317",
"United Kingdom","09/01/2020","Domestic Aviation","0.00310304",
"United Kingdom","09/01/2020","Residential","0.310108",
"United Kingdom","09/01/2020","Power","0.221265",
"United States","09/01/2020","Industry","2.40318",
"United States","09/01/2020","Ground Transport","4.4552",
"United States","09/01/2020","International Aviation","0.199783",
"United States","09/01/2020","Domestic Aviation","0.440829",
"United States","09/01/2020","Residential","3.16497",
"United States","09/01/2020","Power","3.36293",
"WORLD","09/01/2020","Domestic Aviation","1.02224",
"WORLD","09/01/2020","Ground Transport","18.1186",
"WORLD","09/01/2020","Industry","33.5324",
"WORLD","09/01/2020","International Aviation","1.85306",
"WORLD","09/01/2020","Power","37.0149",
"WORLD","09/01/2020","Residential","16.1667",
"Brazil","10/01/2020","Industry","0.497176",
"Brazil","10/01/2020","Ground Transport","0.596189",
"Brazil","10/01/2020","International Aviation","0.0218833",
"Brazil","10/01/2020","Domestic Aviation","0.0303706",
"Brazil","10/01/2020","Residential","0.10766",
"Brazil","10/01/2020","Power","0.151993",
"China","10/01/2020","Industry","11.9887",
"China","10/01/2020","Ground Transport","2.43697",
"China","10/01/2020","International Aviation","0.126337",
"China","10/01/2020","Domestic Aviation","0.232268",
"China","10/01/2020","Residential","2.92119",
"China","10/01/2020","Power","13.6633",
"EU27 & UK","10/01/2020","Industry","2.40756",
"EU27 & UK","10/01/2020","Ground Transport","2.5203",
"EU27 & UK","10/01/2020","International Aviation","0.413564",
"EU27 & UK","10/01/2020","Domestic Aviation","0.0419425",
"EU27 & UK","10/01/2020","Residential","2.61027",
"EU27 & UK","10/01/2020","Power","2.50997",
"France","10/01/2020","Industry","0.201894",
"France","10/01/2020","Ground Transport","0.350192",
"France","10/01/2020","International Aviation","0.0502345",
